event type	camera position	camera rotation	oxygen	oxygen two	suit pressure	battery	body temperature	water	heart rate	timestamp	task text	task setp	procedure number	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	821.207	3600	4.685001	99.01979	99.84997	6.902007	65.64993	8/28/2018 12:41:56 AM	Insert the WHITE 110 VOLT PLUG LEAD into the RIGHT WHITE BUS opening	23	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	820.9071	3600	4.685001	99.00979	99.84997	6.901007	65.64993	8/28/2018 12:41:56 AM	Insert the GREEN 110 VOLT PLUG LEAD into the RIGHT GREEN BUS opening	24	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	820.5072	3600	4.685001	98.99979	99.84997	6.900007	65.64993	8/28/2018 12:41:56 AM	Insert the BLACK 110 VOLT PLUG LEAD into the RIGHT BLACK BUS opening	25	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	820.1073	3600	4.684001	98.97978	99.83997	6.898007	65.65993	8/28/2018 12:41:56 AM	Conduct a Gentle PULL TEST on each cable	26	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	819.6074	3600	4.683001	98.96978	99.82996	6.897007	65.67993	8/28/2018 12:41:56 AM	In STORAGE, locate the E-STOP KEY	27	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	819.2075	3600	4.682001	98.95978	99.81996	6.896008	65.68993	8/28/2018 12:41:57 AM	Insert the KEY into the E-STOP and TURN it to ON position	28	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	819.0076	3600	4.682001	98.94978	99.81996	6.895008	65.68993	8/28/2018 12:41:57 AM	Remove the KEY and place it in STORAGE	29	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	818.8076	3600	4.683001	98.94978	99.82996	6.895008	65.69994	8/28/2018 12:41:57 AM	Locate the AUX. POWER SWITCH on the POWER IN box and switch it to the ?ON? position	30	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	818.5077	3600	4.685001	98.94978	99.84997	6.895008	65.67993	8/28/2018 12:41:57 AM	Can you please say whether the SYSTEM GO indicator light is GREEN or NOT GREEN?	31	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	818.3077	3600	4.684001	98.93977	99.83997	6.894008	65.66993	8/28/2018 12:41:57 AM	EVA 1, this is Houston Mission Control. Congratulations. PHALCON is reporting that they are reading a successful power restoration on their console. You are a go to untether from the TETHER CABLE and return to space station. Mission Control out	32	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	818.1078	3600	4.684001	98.92977	99.83997	6.893008	65.67993	8/28/2018 12:41:57 AM	EVA 1, this is Houston Mission Control. PHALCON confirms and is not able to report a successful power restoration on their console. EVA-1, please be advised that we have prepared some trouble-shooting steps for you to conduct on a future spacewalk	33	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	817.5079	3600	4.682001	98.90977	99.81996	6.891008	65.68993	8/28/2018 12:41:58 AM	There might be problem with power going into the circuit, Please go through the following check points	34	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	817.408	3600	4.683001	98.90977	99.82996	6.891008	65.70994	8/28/2018 12:41:58 AM	BATTERY PACK is switched OFF	35	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	817.108	3600	4.685001	98.90977	99.84997	6.891008	65.69994	8/28/2018 12:41:58 AM	BATTERY PACK leads are not inserted into their ports	36	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	816.5082	3600	4.682001	98.87976	99.81996	6.888008	65.69994	8/28/2018 12:41:58 AM	220V PLUG or leads where not installed correctly	37	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	816.2083	3600	4.683001	98.86976	99.82996	6.887008	65.68993	8/28/2018 12:41:58 AM	110V PLUG or leads where not installed correctly	38	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	816.1083	3600	4.683001	98.86976	99.82996	6.887008	65.67993	8/28/2018 12:41:58 AM	AUX. POWER SWITCH is in the OFF position	39	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	815.8083	3600	4.683001	98.85976	99.82996	6.886008	65.67993	8/28/2018 12:41:59 AM	E-STOP is still engaged	40	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	815.6084	3600	4.682001	98.84975	99.81996	6.885008	65.68993	8/28/2018 12:41:59 AM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	815.0085	3600	4.682001	98.83975	99.81996	6.884008	65.67993	8/28/2018 12:41:59 AM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	814.8086	3600	4.682001	98.82975	99.81996	6.883008	65.65993	8/28/2018 12:41:59 AM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	814.6086	3600	4.681001	98.81975	99.80996	6.882009	65.66993	8/28/2018 12:41:59 AM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	814.3087	3600	4.681001	98.81975	99.80996	6.882009	65.64993	8/28/2018 12:41:59 AM	Batteries in the BATTERY PACK are depleted	41	2	
Next Procedure	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 1.0)	813.109	3600	4.685001	98.78974	99.84997	6.879009	65.68993	8/28/2018 12:42:00 AM	Batteries in the BATTERY PACK are depleted	41	2	
