event type	camera position	camera rotation	oxygen	oxygen two	suit pressure	battery	body temperature	water	heart rate	timestamp	task text	task setp	procedure number	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	711.0339	3600	4.617006	95.08895	99.16982	6.509036	65.16982	9/10/2018 10:53:02 PM	Insert the BLACK 220 VOLT LEAD into the LEFT BLACK BUS opening	18	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	711.0339	3600	4.618006	95.08895	99.17982	6.509036	65.18983	9/10/2018 10:53:02 PM	Make sure the METAL LEADS are not sticking out the BACK of the BUSS BAR	19	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	710.4341	3600	4.619006	95.06895	99.18983	6.507036	65.18983	9/10/2018 10:53:02 PM	Conduct a Gentle PULL TEST on each cable	20	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	710.0342	3600	4.619006	95.05894	99.18983	6.506036	65.17982	9/10/2018 10:53:03 PM	In STORAGE, locate the 110 VOLT PLUG	21	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	709.6343	3600	4.618006	95.03894	99.17982	6.504036	65.17982	9/10/2018 10:53:03 PM	Install it into POWER IN	22	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	709.4343	3600	4.620006	95.03894	99.19983	6.504036	65.19983	9/10/2018 10:53:03 PM	Insert the WHITE 110 VOLT PLUG LEAD into the RIGHT WHITE BUS opening	23	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	709.4343	3600	4.623005	95.03894	99.22984	6.504036	65.21983	9/10/2018 10:53:03 PM	Insert the GREEN 110 VOLT PLUG LEAD into the RIGHT GREEN BUS opening	24	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	709.0344	3600	4.622005	95.01894	99.21983	6.502036	65.21983	9/10/2018 10:53:03 PM	Insert the BLACK 110 VOLT PLUG LEAD into the RIGHT BLACK BUS opening	25	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	709.0344	3600	4.623005	95.01894	99.22984	6.502036	65.22984	9/10/2018 10:53:03 PM	Conduct a Gentle PULL TEST on each cable	26	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	708.0347	3600	4.624005	94.99893	99.23984	6.500036	65.23984	9/10/2018 10:53:04 PM	In STORAGE, locate the E-STOP KEY	27	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	707.7347	3600	4.624005	94.99893	99.23984	6.500036	65.23984	9/10/2018 10:53:04 PM	Insert the KEY into the E-STOP and TURN it to ON position	28	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	707.5348	3600	4.622005	94.97893	99.21983	6.498036	65.21983	9/10/2018 10:53:04 PM	Remove the KEY and place it in STORAGE	29	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	707.0349	3600	4.620006	94.95892	99.19983	6.496037	65.19983	9/10/2018 10:53:05 PM	Locate the AUX. POWER SWITCH on the POWER IN box and switch it to the ?ON? position	30	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	706.3351	3600	4.618006	94.92892	99.17982	6.493037	65.17982	9/10/2018 10:53:05 PM	Can you please say whether the SYSTEM GO indicator light is GREEN or NOT GREEN?	31	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	705.9352	3600	4.618006	94.91891	99.17982	6.492037	65.17982	9/10/2018 10:53:05 PM	EVA 1, this is Houston Mission Control. Congratulations. PHALCON is reporting that they are reading a successful power restoration on their console. You are a go to untether from the TETHER CABLE and return to space station. Mission Control out	32	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	705.7352	3600	4.619006	94.90891	99.18983	6.491037	65.17982	9/10/2018 10:53:06 PM	EVA 1, this is Houston Mission Control. PHALCON confirms and is not able to report a successful power restoration on their console. EVA-1, please be advised that we have prepared some trouble-shooting steps for you to conduct on a future spacewalk	33	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	704.9354	3600	4.616006	94.8689	99.15982	6.487037	65.15982	9/10/2018 10:53:06 PM	There might be problem with power going into the circuit, Please go through the following check points	34	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	704.5355	3600	4.615006	94.8489	99.14982	6.485037	65.15982	9/10/2018 10:53:06 PM	BATTERY PACK is switched OFF	35	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	704.0356	3600	4.614006	94.81889	99.13982	6.482038	65.13982	9/10/2018 10:53:06 PM	BATTERY PACK leads are not inserted into their ports	36	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	703.8357	3600	4.616006	94.81889	99.15982	6.482038	65.15982	9/10/2018 10:53:07 PM	220V PLUG or leads where not installed correctly	37	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	702.536	3600	4.616006	94.78889	99.15982	6.479038	65.15982	9/10/2018 10:53:07 PM	110V PLUG or leads where not installed correctly	38	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	702.2361	3600	4.615006	94.76888	99.14982	6.477038	65.14982	9/10/2018 10:53:07 PM	AUX. POWER SWITCH is in the OFF position	39	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	701.7362	3600	4.614006	94.74888	99.13982	6.475038	65.13982	9/10/2018 10:53:08 PM	E-STOP is still engaged	40	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	701.2363	3600	4.615006	94.73888	99.14982	6.474038	65.13982	9/10/2018 10:53:08 PM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	700.3365	3600	4.612006	94.68887	99.11981	6.469038	65.11981	9/10/2018 10:53:08 PM	Batteries in the BATTERY PACK are depleted	41	2	
Next Procedure	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	695.3378	3600	4.608006	94.50883	99.0798	6.45104	65.08981	9/10/2018 10:53:11 PM	Batteries in the BATTERY PACK are depleted	41	2	
Heart Rate Yellow Low	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	691.1388	3600	4.599007	94.30878	98.98978	6.431041	64.98978	9/10/2018 10:53:13 PM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	686.4399	3600	4.592008	94.09874	98.91977	6.410043	64.91977	9/10/2018 10:53:16 PM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	684.8403	3600	4.595007	94.04873	98.94978	6.405043	64.94978	9/10/2018 10:53:17 PM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	684.0405	3600	4.594007	94.01872	98.93977	6.402043	64.93977	9/10/2018 10:53:17 PM	Batteries in the BATTERY PACK are depleted	41	2	
Next task	(0.0, 0.0, 0.0)	(-0.1, 0.0, 0.0, 1.0)	683.5406	3600	4.592008	93.98872	98.91977	6.399044	64.90977	9/10/2018 10:53:18 PM	Batteries in the BATTERY PACK are depleted	41	2	
show Details	(0.0, 0.0, 0.0)	(-0.1, -0.1, 0.0, 1.0)	441.7782	3600	4.511014	85.37688	98.1096	5.538106	64.1096	9/10/2018 10:55:31 PM	Batteries in the BATTERY PACK are depleted	41	2	
voice command failed	(0.0, 0.0, 0.0)	(0.0, 0.4, 0.0, 0.9)	431.0776	3600	4.513013	85.0068	98.1296	5.501109	64.1296	9/10/2018 10:55:37 PM	Batteries in the BATTERY PACK are depleted	41	2	
voice command failed	(-0.3, 0.0, -0.4)	(0.0, 0.4, 0.0, 0.9)	429.8775	3600	4.518013	84.97679	98.17961	5.498109	64.17961	9/10/2018 10:55:38 PM	Batteries in the BATTERY PACK are depleted	41	2	
voice command failed	(-0.4, -0.1, -0.8)	(0.0, 0.4, 0.0, 0.9)	429.1775	3600	4.517013	84.94678	98.16961	5.495109	64.16961	9/10/2018 10:55:38 PM	Batteries in the BATTERY PACK are depleted	41	2	
reset heart rate	(-0.4, -0.1, -0.8)	(0.0, 0.4, 0.0, 0.9)	428.9774	3600	4.517013	84.93678	98.16961	5.494109	64.16961	9/10/2018 10:55:38 PM	Batteries in the BATTERY PACK are depleted	41	2	
voice command failed	(-0.4, -0.1, -0.8)	(0.0, 0.4, 0.0, 0.9)	428.6774	3600	4.518013	84.93678	98.17961	5.494109	66.01	9/10/2018 10:55:38 PM	Batteries in the BATTERY PACK are depleted	41	2	
